USD/CAD,EUR/CAD,DEM/CAD,FRF/CAD,JPY/CAD,GBP/CAD,CHF/CAD,AUD/CAD,HKD/CAD,NZD/CAD
0.67746,0.62937,1.2309,4.1284,80.730,0.43255,0.93449,1.1292,5.2835,1.2314
0.67787,0.63127,1.2347,4.1409,81.050,0.43122,0.93598,1.1302,5.2870,1.2352
0.67939,0.63416,1.2403,4.1598,81.553,0.43556,0.94242,1.1302,5.2989,1.2539
0.67358,0.63416,1.2403,4.1598,81.096,0.43452,0.94197,1.1280,5.2537,1.2520
0.68124,0.63763,1.2471,4.1826,81.686,0.43931,0.94724,1.1346,5.3134,1.2497
0.68129,0.63540,1.2427,4.1680,82.115,0.43779,0.94482,1.1293,5.3138,1.2483
0.68634,0.63528,1.2425,4.1672,82.082,0.43662,0.94904,1.1317,5.3531,1.2546
0.68890,0.64074,1.2532,4.2030,82.994,0.43842,0.95960,1.1388,5.3731,1.2631
0.68814,0.63877,1.2493,4.1901,82.781,0.43794,0.95602,1.1401,5.3671,1.2579
0.68894,0.63784,1.2475,4.1839,82.823,0.43865,0.95831,1.1371,5.3733,1.2519
0.68672,0.63179,1.2357,4.1443,82.447,0.43617,0.94751,1.1227,5.3561,1.2321
0.68985,0.63251,1.2371,4.1490,82.298,0.43769,0.94922,1.1218,5.3806,1.2381
0.68757,0.63331,1.2387,4.1543,82.884,0.44096,0.95566,1.1196,5.3628,1.2369
0.69104,0.63012,1.2324,4.1333,82.699,0.43825,0.94724,1.1111,5.3898,1.2317
0.68918,0.62945,1.2311,4.1289,82.926,0.43575,0.94823,1.1169,5.3752,1.2352
0.68592,0.62123,1.2150,4.0750,82.189,0.42941,0.93240,1.1050,5.3498,1.2346
0.68814,0.62329,1.2190,4.0885,82.754,0.43236,0.93659,1.1188,5.3673,1.2422
0.68961,0.62696,1.2262,4.1126,82.981,0.43350,0.94429,1.1135,5.3783,1.2384
0.69171,0.62822,1.2287,4.1209,83.098,0.43484,0.94697,1.1152,5.3947,1.2402
0.69759,0.62371,1.2199,4.0913,83.063,0.43592,0.94491,1.1141,5.4406,1.2459
0.70482,0.62712,1.2265,4.1136,83.549,0.43767,0.94670,1.1155,5.4969,1.2539
0.70309,0.62775,1.2278,4.1177,83.745,0.43881,0.94760,1.1157,5.4834,1.2484
0.70761,0.62775,1.2278,4.1177,83.942,0.44053,0.95084,1.1152,5.5187,1.2566
0.71013,0.62539,1.2232,4.1023,83.724,0.43995,0.94706,1.1122,5.5383,1.2446
0.71383,0.62945,1.2311,4.1289,83.167,0.44815,0.94661,1.1216,5.5672,1.2610
0.71674,0.62578,1.2239,4.1049,83.584,0.44701,0.94429,1.1162,5.5898,1.2483
0.71803,0.62442,1.2212,4.0959,84.161,0.44745,0.94180,1.1135,5.5999,1.2456
0.72010,0.62305,1.2186,4.0870,84.196,0.44737,0.94375,1.1109,5.6160,1.2410
0.71953,0.62559,1.2235,4.1036,83.871,0.44685,0.94733,1.1136,5.6117,1.2503
0.72532,0.63076,1.2337,4.1375,84.260,0.44873,0.95411,1.1200,5.6565,1.2607
0.72669,0.63424,1.2405,4.1603,84.218,0.44693,0.95438,1.1301,5.6677,1.2670
0.73169,0.63387,1.2397,4.1579,84.890,0.45049,0.95877,1.1251,5.7066,1.2666
0.74372,0.63638,1.2446,4.1743,86.836,0.45356,0.96200,1.1319,5.8003,1.2682
0.74101,0.63291,1.2379,4.1516,86.866,0.45124,0.95621,1.1293,5.7792,1.2694
0.73089,0.62465,1.2217,4.0974,85.697,0.44705,0.94563,1.1095,5.7002,1.2520
0.72595,0.61580,1.2044,4.0394,84.832,0.44328,0.93826,1.1030,5.6615,1.2447
0.72759,0.61320,1.1993,4.0223,85.005,0.44375,0.93694,1.1035,5.6743,1.2459
0.72748,0.61365,1.2002,4.0253,85.208,0.44354,0.93484,1.1040,5.6734,1.2458
0.72119,0.61406,1.2010,4.0280,85.616,0.44100,0.93659,1.1119,5.6241,1.2534
0.72627,0.61372,1.2003,4.0258,86.029,0.44051,0.93642,1.1208,5.6637,1.2612
0.72950,0.62008,1.2128,4.0674,87.161,0.44492,0.95003,1.1189,5.6892,1.2641
0.73019,0.62170,1.2159,4.0781,86.550,0.44611,0.94724,1.1122,5.6946,1.2577
0.72685,0.62096,1.2145,4.0733,86.685,0.44649,0.95420,1.1017,5.6684,1.2556
0.73670,0.62917,1.2305,4.1271,87.367,0.45096,0.96693,1.1062,5.7453,1.2684
0.74621,0.62862,1.2295,4.1234,87.766,0.44952,0.96777,1.1181,5.8194,1.2835
0.73855,0.63155,1.2352,4.1427,87.773,0.44446,0.97733,1.1208,5.7597,1.2771
0.73616,0.62688,1.2261,4.1121,86.926,0.44733,0.96609,1.1181,5.7408,1.2801
0.73271,0.62696,1.2262,4.1126,86.229,0.44334,0.96628,1.1155,5.7141,1.2762
0.73915,0.62822,1.2287,4.1209,86.987,0.44322,0.96525,1.1121,5.7645,1.2783
0.74135,0.62996,1.2321,4.1323,87.222,0.44431,0.97106,1.1146,5.7818,1.2797
0.74845,0.63267,1.2374,4.1500,87.920,0.44879,0.97647,1.1213,5.8372,1.2890
0.74671,0.63048,1.2331,4.1357,87.959,0.44405,0.97106,1.1188,5.8235,1.2819
0.74649,0.63203,1.2361,4.1459,88.230,0.44328,0.97418,1.1111,5.8217,1.2757
0.74951,0.64012,1.2520,4.1989,88.747,0.44627,0.98961,1.1141,5.8453,1.2832
0.74096,0.63440,1.2408,4.1614,87.974,0.44287,0.98135,1.1069,5.7787,1.2703
0.73573,0.63327,1.2386,4.1540,87.078,0.44199,0.97761,1.1013,5.7378,1.2588
0.73735,0.63841,1.2486,4.1877,86.693,0.44193,0.97799,1.1094,5.7504,1.2596
0.73475,0.63902,1.2498,4.1917,86.678,0.44246,0.97790,1.1085,5.7299,1.2547
0.74477,0.64238,1.2564,4.2138,87.520,0.44364,0.98746,1.1079,5.8080,1.2671
0.73861,0.64620,1.2639,4.2388,88.152,0.44381,0.99542,1.1107,5.7599,1.2673
0.74135,0.64855,1.2685,4.2542,88.676,0.44930,1.00160,1.1138,5.7809,1.2734
0.73784,0.64144,1.2545,4.2076,88.441,0.44639,0.99781,1.0990,5.7538,1.2569
0.74833,0.64943,1.2702,4.2600,88.778,0.44950,1.00837,1.0988,5.8356,1.2552
0.74822,0.65036,1.2720,4.2661,88.472,0.44739,1.00654,1.0953,5.8347,1.2541
0.74577,0.64885,1.2690,4.2561,88.090,0.44693,1.00513,1.0978,5.8158,1.2524
0.74162,0.65385,1.2788,4.2890,87.581,0.44901,1.01461,1.0894,5.7834,1.2372
0.73041,0.64826,1.2679,4.2523,86.588,0.44727,1.00482,1.1127,5.6962,1.2361
0.72733,0.64284,1.2573,4.2167,85.712,0.44609,0.99384,1.1110,5.6722,1.2309
0.72354,0.63524,1.2424,4.1669,85.150,0.44316,0.98513,1.0985,5.6429,1.2253
0.72669,0.64280,1.2572,4.2165,85.616,0.44516,0.99731,1.0988,5.6676,1.2261
0.72786,0.64412,1.2598,4.2252,85.550,0.44823,0.99880,1.1029,5.6770,1.2330
0.71793,0.63910,1.2500,4.1922,84.182,0.44875,0.99167,1.1016,5.5994,1.2303
0.72145,0.64358,1.2587,4.2216,85.332,0.45220,0.99275,1.0987,5.6269,1.2343
0.71577,0.64123,1.2541,4.2062,85.085,0.45043,0.98561,1.0981,5.5827,1.2296
0.70852,0.63020,1.2326,4.1338,83.871,0.44641,0.96880,1.0967,5.5259,1.2363
0.71164,0.62712,1.2265,4.1136,84.218,0.44433,0.96423,1.0921,5.5503,1.2375
0.70842,0.62547,1.2233,4.1028,84.531,0.44332,0.96497,1.0893,5.5252,1.2315
0.71474,0.62232,1.2171,4.0821,84.875,0.44407,0.96163,1.0819,5.5745,1.2309
0.71623,0.62613,1.2246,4.1072,85.404,0.44450,0.96796,1.0771,5.5859,1.2198
0.72401,0.62885,1.2299,4.1250,86.029,0.44693,0.97220,1.0899,5.6468,1.2317
0.72364,0.62933,1.2309,4.1281,86.415,0.44470,0.97409,1.0905,5.6437,1.2323
0.72176,0.62945,1.2311,4.1289,86.445,0.44468,0.97371,1.0845,5.6291,1.2194
0.71444,0.62850,1.2292,4.1227,86.118,0.44176,0.97428,1.0947,5.5720,1.2250
0.71058,0.63259,1.2372,4.1495,85.573,0.44160,0.97609,1.0978,5.5420,1.2262
0.71613,0.63621,1.2443,4.1733,85.918,0.44611,0.97867,1.0953,5.5853,1.2208
0.71210,0.62751,1.2273,4.1162,85.412,0.44273,0.96283,1.1024,5.5539,1.2265
0.71134,0.62633,1.2250,4.1085,85.565,0.44230,0.95960,1.0999,5.5481,1.2232
0.71777,0.62960,1.2314,4.1299,85.412,0.44387,0.96721,1.1030,5.5983,1.2336
0.71762,0.63387,1.2397,4.1579,85.382,0.44623,0.97437,1.0987,5.5970,1.2324
0.72280,0.63682,1.2455,4.1773,85.536,0.44976,0.98251,1.0977,5.6375,1.2436
0.72192,0.63837,1.2485,4.1874,85.558,0.45029,0.98580,1.0990,5.6305,1.2268
0.72270,0.63849,1.2488,4.1882,86.044,0.44942,0.98678,1.0990,5.6365,1.2291
0.71767,0.63792,1.2477,4.1845,85.499,0.44861,0.98435,1.0931,5.5973,1.2240
0.72088,0.64037,1.2525,4.2005,85.962,0.45159,0.98902,1.0938,5.6223,1.2294
0.71896,0.64545,1.2624,4.2339,85.866,0.45228,1.00080,1.0960,5.6073,1.2267
0.71383,0.64172,1.2551,4.2094,85.143,0.44952,0.99335,1.0873,5.5670,1.2189
0.71306,0.64201,1.2557,4.2113,84.289,0.44755,0.99128,1.0813,5.5607,1.2095
